name,scores
IS_III_C02_D09.jpg,"[96.0, 69.0, 86.0, 82.0, 94.0, 56.0, 75.0, 89.0, 73.0, 100.0, 95.0, 96.0, 89.0, 73.0, 61.0, 82.0, 66.0, 94.0, 92.0, 72.0, 79.0, 83.0, 97.0, 84.0, 94.0, 76.0, 64.0, 82.0, 66.0, 91.0, 47.0]"
IS_III_C02_D10.jpg,"[11.0, 16.0, 13.0, 27.0, 36.0, 8.0, 16.0, 0.0, 16.0, 30.0, 0.0, 33.0, 11.0, 10.0, 37.0, 9.0, 23.0, 14.0, 19.0, 47.0, 15.0, 35.0, 27.0, 32.0, 49.0, 40.0, 33.0, 14.0, 22.0, 53.0, 23.0]"
IS_III_C02_D11.jpg,"[69.0, 69.0, 70.0, 67.0, 55.0, 20.0, 73.0, 72.0, 49.0, 38.0, 7.0, 75.0, 21.0, 88.0, 29.0, 68.0, 31.0, 20.0, 15.0, 46.0, 70.0, 73.0, 67.0, 50.0, 66.0, 53.0, 59.0, 74.0, 51.0, 64.0, 39.0]"
IS_III_C02_D12.jpg,"[91.0, 90.0, 50.0, 82.0, 60.0, 39.0, 29.0, 75.0, 75.0, 29.0, 46.0, 95.0, 76.0, 55.0, 37.0, 75.0, 47.0, 47.0, 93.0, 65.0, 50.0, 68.0, 69.0, 64.0, 80.0, 78.0, 25.0, 47.0, 16.0, 65.0, 31.0]"
IS_III_C02_D13.jpg,"[76.0, 53.0, 64.0, 84.0, 69.0, 79.0, 45.0, 65.0, 74.0, 66.0, 48.0, 71.0, 74.0, 52.0, 54.0, 52.0, 60.0, 61.0, 82.0, 51.0, 55.0, 57.0, 71.0, 60.0, 89.0, 64.0, 61.0, 82.0, 39.0, 67.0, 58.0]"
IS_III_C03_D01.jpg,"[100.0, 80.0, 100.0, 94.0, 100.0, 100.0, 82.0, 100.0, 79.0, 67.0, 88.0, 99.0, 100.0, 79.0, 91.0, 100.0, 100.0, 100.0, 100.0, 97.0, 100.0, 86.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 97.0, 100.0]"
IS_III_C03_D02.jpg,"[94.0, 100.0, 91.0, 100.0, 100.0, 66.0, 96.0, 100.0, 100.0, 99.0, 98.0, 94.0, 90.0, 90.0, 100.0, 92.0, 68.0, 98.0, 93.0, 80.0, 93.0, 100.0, 96.0, 91.0, 79.0, 98.0, 91.0, 91.0, 86.0, 83.0, 82.0]"
IS_III_C03_D03.jpg,"[97.0, 78.0, 92.0, 98.0, 86.0, 59.0, 100.0, 97.0, 66.0, 100.0, 87.0, 80.0, 77.0, 85.0, 88.0, 87.0, 86.0, 85.0, 92.0, 77.0, 81.0, 94.0, 90.0, 89.0, 75.0, 81.0, 84.0, 73.0, 88.0, 76.0, 75.0]"
IS_III_C03_D04.jpg,"[0.0, 16.0, 2.0, 14.0, 12.0, 6.0, 34.0, 0.0, 23.0, 5.0, 7.0, 9.0, 12.0, 22.0, 4.0, 22.0, 29.0, 19.0, 20.0, 27.0, 15.0, 34.0, 27.0, 10.0, 19.0, 30.0, 29.0, 12.0, 5.0, 40.0, 33.0]"
IS_III_C03_D05.jpg,"[9.0, 3.0, 0.0, 0.0, 0.0, 2.0, 0.0, 4.0, 0.0, 0.0, 3.0, 5.0, 1.0, 0.0, 0.0, 2.0, 4.0, 6.0, 0.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 17.0, 7.0, 0.0, 0.0, 33.0, 87.0]"
IS_III_C03_D06.jpg,"[2.0, 8.0, 4.0, 0.0, 1.0, 9.0, 10.0, 18.0, 3.0, 4.0, 0.0, 5.0, 5.0, 11.0, 2.0, 3.0, 0.0, 3.0, 15.0, 24.0, 0.0, 0.0, 4.0, 8.0, 0.0, 5.0, 14.0, 8.0, 2.0, 19.0, 64.0]"
IS_III_C03_D07.jpg,"[25.0, 12.0, 21.0, 19.0, 23.0, 30.0, 61.0, 33.0, 16.0, 36.0, 8.0, 14.0, 9.0, 28.0, 32.0, 50.0, 11.0, 43.0, 37.0, 47.0, 25.0, 25.0, 24.0, 41.0, 29.0, 29.0, 25.0, 17.0, 22.0, 47.0, 11.0]"
IS_III_C03_D09.jpg,"[84.0, 89.0, 67.0, 72.0, 66.0, 62.0, 56.0, 93.0, 86.0, 78.0, 86.0, 52.0, 70.0, 77.0, 80.0, 76.0, 61.0, 38.0, 73.0, 71.0, 72.0, 70.0, 61.0, 70.0, 38.0, 54.0, 68.0, 74.0, 58.0, 64.0, 40.0]"
IS_III_C03_D10.jpg,"[16.0, 0.0, 14.0, 8.0, 3.0, 0.0, 0.0, 23.0, 11.0, 0.0, 16.0, 0.0, 0.0, 4.0, 25.0, 0.0, 3.0, 3.0, 7.0, 16.0, 3.0, 6.0, 17.0, 21.0, 24.0, 8.0, 11.0, 3.0, 0.0, 17.0, 56.0]"
IS_III_C03_D11.jpg,"[88.0, 56.0, 90.0, 73.0, 74.0, 61.0, 81.0, 78.0, 89.0, 71.0, 62.0, 66.0, 72.0, 76.0, 74.0, 94.0, 71.0, 43.0, 77.0, 75.0, 89.0, 86.0, 96.0, 79.0, 42.0, 56.0, 79.0, 76.0, 81.0, 70.0, 50.0]"
IS_III_C03_D12.jpg,"[18.0, 43.0, 42.0, 52.0, 37.0, 53.0, 15.0, 44.0, 54.0, 35.0, 44.0, 22.0, 12.0, 31.0, 41.0, 26.0, 40.0, 28.0, 56.0, 43.0, 52.0, 35.0, 37.0, 50.0, 60.0, 47.0, 46.0, 20.0, 19.0, 42.0, 30.0]"
IS_III_C03_D13.jpg,"[55.0, 31.0, 42.0, 51.0, 21.0, 32.0, 47.0, 51.0, 21.0, 45.0, 35.0, 23.0, 15.0, 38.0, 16.0, 56.0, 50.0, 3.0, 16.0, 41.0, 62.0, 21.0, 51.0, 59.0, 34.0, 43.0, 34.0, 44.0, 8.0, 39.0, 17.0]"
IS_III_C04_D01.jpg,"[100.0, 97.0, 87.0, 59.0, 97.0, 100.0, 97.0, 100.0, 24.0, 76.0, 92.0, 77.0, 100.0, 88.0, 60.0, 56.0, 100.0, 91.0, 100.0, 86.0, 73.0, 35.0, 89.0, 98.0, 98.0, 97.0, 92.0, 98.0, 100.0, 93.0, 100.0]"
IS_III_C04_D02.jpg,"[65.0, 81.0, 94.0, 54.0, 75.0, 58.0, 77.0, 89.0, 92.0, 100.0, 40.0, 40.0, 93.0, 55.0, 69.0, 42.0, 44.0, 68.0, 96.0, 56.0, 93.0, 50.0, 71.0, 83.0, 93.0, 65.0, 69.0, 96.0, 32.0, 98.0, 69.0]"
IS_III_C04_D03.jpg,"[100.0, 100.0, 96.0, 100.0, 99.0, 88.0, 97.0, 86.0, 97.0, 97.0, 93.0, 90.0, 93.0, 91.0, 78.0, 100.0, 88.0, 66.0, 83.0, 59.0, 98.0, 100.0, 60.0, 100.0, 100.0, 96.0, 77.0, 100.0, 97.0, 90.0, 38.0]"
IS_III_C04_D04.jpg,"[86.0, 91.0, 41.0, 41.0, 100.0, 97.0, 98.0, 92.0, 48.0, 85.0, 29.0, 95.0, 97.0, 73.0, 39.0, 80.0, 62.0, 90.0, 66.0, 63.0, 65.0, 59.0, 99.0, 100.0, 99.0, 93.0, 39.0, 78.0, 97.0, 96.0, 74.0]"
IS_III_C04_D05.jpg,"[0.0, 64.0, 12.0, 0.0, 4.0, 0.0, 15.0, 0.0, 6.0, 27.0, 23.0, 41.0, 8.0, 34.0, 80.0, 49.0, 11.0, 20.0, 4.0, 46.0, 48.0, 0.0, 43.0, 0.0, 25.0, 41.0, 24.0, 50.0, 0.0, 67.0, 20.0]"
IS_III_C04_D06.jpg,"[22.0, 73.0, 38.0, 39.0, 92.0, 85.0, 39.0, 71.0, 79.0, 98.0, 22.0, 31.0, 96.0, 88.0, 15.0, 43.0, 33.0, 62.0, 4.0, 55.0, 5.0, 85.0, 78.0, 16.0, 0.0, 11.0, 0.0, 73.0, 69.0, 76.0, 16.0]"
IS_III_C04_D07.jpg,"[61.0, 37.0, 97.0, 29.0, 83.0, 54.0, 80.0, 85.0, 78.0, 85.0, 79.0, 0.0, 91.0, 52.0, 19.0, 58.0, 41.0, 57.0, 50.0, 56.0, 37.0, 64.0, 95.0, 79.0, 45.0, 67.0, 63.0, 92.0, 30.0, 90.0, 57.0]"
IS_III_C04_D08.jpg,"[60.0, 45.0, 29.0, 38.0, 33.0, 37.0, 38.0, 24.0, 37.0, 33.0, 28.0, 0.0, 64.0, 51.0, 22.0, 0.0, 5.0, 57.0, 13.0, 49.0, 0.0, 28.0, 73.0, 55.0, 11.0, 63.0, 30.0, 31.0, 19.0, 78.0, 49.0]"
IS_III_C04_D09.jpg,"[96.0, 68.0, 77.0, 67.0, 82.0, 95.0, 57.0, 40.0, 48.0, 79.0, 98.0, 22.0, 54.0, 71.0, 57.0, 52.0, 48.0, 83.0, 76.0, 50.0, 62.0, 26.0, 99.0, 74.0, 75.0, 85.0, 55.0, 98.0, 83.0, 85.0, 16.0]"
IS_III_C04_D10.jpg,"[55.0, 75.0, 47.0, 32.0, 89.0, 52.0, 92.0, 63.0, 84.0, 78.0, 100.0, 51.0, 42.0, 67.0, 51.0, 71.0, 38.0, 89.0, 84.0, 59.0, 53.0, 18.0, 95.0, 48.0, 81.0, 71.0, 57.0, 92.0, 33.0, 86.0, 61.0]"
IS_III_C04_D11.jpg,"[98.0, 93.0, 75.0, 66.0, 100.0, 73.0, 72.0, 77.0, 96.0, 100.0, 100.0, 99.0, 94.0, 91.0, 78.0, 80.0, 66.0, 71.0, 90.0, 60.0, 23.0, 53.0, 99.0, 36.0, 98.0, 91.0, 79.0, 96.0, 85.0, 100.0, 56.0]"
IS_III_C04_D13.jpg,"[77.0, 95.0, 49.0, 85.0, 87.0, 96.0, 84.0, 95.0, 94.0, 100.0, 29.0, 81.0, 83.0, 87.0, 100.0, 87.0, 84.0, 100.0, 85.0, 56.0, 85.0, 71.0, 79.0, 61.0, 62.0, 90.0, 51.0, 97.0, 94.0, 94.0, 96.0]"
IS_III_C05_D01.jpg,"[100.0, 52.0, 94.0, 93.0, 91.0, 59.0, 35.0, 80.0, 51.0, 100.0, 100.0, 100.0, 53.0, 43.0, 93.0, 47.0, 72.0, 100.0, 83.0, 67.0, 100.0, 25.0, 82.0, 98.0, 100.0, 86.0, 73.0, 81.0, 93.0, 80.0, 43.0]"
IS_III_C05_D02.jpg,"[79.0, 66.0, 88.0, 83.0, 100.0, 83.0, 81.0, 94.0, 47.0, 85.0, 88.0, 42.0, 39.0, 70.0, 68.0, 54.0, 62.0, 52.0, 64.0, 64.0, 84.0, 43.0, 99.0, 94.0, 94.0, 73.0, 79.0, 59.0, 64.0, 61.0, 57.0]"
IS_III_C05_D03.jpg,"[92.0, 88.0, 98.0, 100.0, 99.0, 99.0, 55.0, 89.0, 82.0, 91.0, 95.0, 61.0, 53.0, 77.0, 82.0, 90.0, 40.0, 100.0, 100.0, 65.0, 65.0, 100.0, 97.0, 89.0, 87.0, 98.0, 90.0, 88.0, 65.0, 74.0, 19.0]"
IS_III_C05_D04.jpg,"[0.0, 0.0, 0.0, 35.0, 1.0, 0.0, 37.0, 100.0, 11.0, 53.0, 28.0, 26.0, 2.0, 38.0, 34.0, 52.0, 72.0, 21.0, 0.0, 41.0, 19.0, 41.0, 26.0, 50.0, 0.0, 30.0, 20.0, 23.0, 22.0, 46.0, 68.0]"
IS_III_C05_D05.jpg,"[32.0, 42.0, 40.0, 44.0, 0.0, 20.0, 14.0, 35.0, 24.0, 42.0, 4.0, 15.0, 84.0, 32.0, 0.0, 4.0, 32.0, 23.0, 23.0, 34.0, 61.0, 17.0, 35.0, 0.0, 14.0, 44.0, 33.0, 76.0, 26.0, 49.0, 73.0]"
IS_III_C05_D06.jpg,"[17.0, 49.0, 47.0, 9.0, 20.0, 39.0, 54.0, 77.0, 23.0, 50.0, 75.0, 6.0, 88.0, 64.0, 21.0, 63.0, 16.0, 43.0, 25.0, 47.0, 23.0, 79.0, 23.0, 37.0, 19.0, 58.0, 33.0, 45.0, 14.0, 46.0, 33.0]"
IS_III_C05_D07.jpg,"[57.0, 22.0, 42.0, 69.0, 25.0, 75.0, 10.0, 66.0, 88.0, 50.0, 18.0, 0.0, 4.0, 55.0, 11.0, 55.0, 44.0, 77.0, 68.0, 46.0, 25.0, 53.0, 0.0, 33.0, 46.0, 49.0, 50.0, 32.0, 37.0, 67.0, 43.0]"
IS_III_C05_D08.jpg,"[71.0, 84.0, 95.0, 95.0, 92.0, 100.0, 46.0, 100.0, 78.0, 75.0, 89.0, 76.0, 50.0, 82.0, 58.0, 84.0, 53.0, 93.0, 65.0, 63.0, 34.0, 63.0, 100.0, 47.0, 90.0, 87.0, 62.0, 83.0, 80.0, 66.0, 25.0]"
IS_III_C05_D09.jpg,"[84.0, 92.0, 89.0, 81.0, 100.0, 68.0, 100.0, 100.0, 89.0, 58.0, 95.0, 32.0, 88.0, 58.0, 96.0, 100.0, 96.0, 97.0, 96.0, 62.0, 76.0, 85.0, 93.0, 95.0, 99.0, 95.0, 89.0, 93.0, 99.0, 84.0, 93.0]"
IS_III_C05_D10.jpg,"[32.0, 26.0, 43.0, 0.0, 3.0, 49.0, 8.0, 50.0, 0.0, 26.0, 0.0, 21.0, 6.0, 46.0, 35.0, 0.0, 1.0, 30.0, 3.0, 36.0, 34.0, 0.0, 43.0, 17.0, 28.0, 52.0, 62.0, 41.0, 28.0, 53.0, 87.0]"
IS_III_C05_D11.jpg,"[98.0, 100.0, 58.0, 91.0, 96.0, 62.0, 82.0, 82.0, 73.0, 92.0, 13.0, 71.0, 100.0, 70.0, 60.0, 75.0, 68.0, 95.0, 86.0, 59.0, 97.0, 38.0, 100.0, 85.0, 74.0, 52.0, 35.0, 81.0, 76.0, 68.0, 46.0]"
IS_III_C05_D12.jpg,"[98.0, 69.0, 55.0, 90.0, 59.0, 53.0, 49.0, 0.0, 50.0, 72.0, 43.0, 64.0, 91.0, 67.0, 57.0, 59.0, 53.0, 91.0, 45.0, 56.0, 58.0, 24.0, 93.0, 42.0, 52.0, 62.0, 77.0, 45.0, 62.0, 67.0, 0.0]"
IS_III_C05_D13.jpg,"[38.0, 58.0, 38.0, 27.0, 5.0, 46.0, 0.0, 71.0, 9.0, 50.0, 20.0, 56.0, 29.0, 40.0, 29.0, 29.0, 24.0, 75.0, 28.0, 47.0, 44.0, 11.0, 54.0, 10.0, 54.0, 46.0, 29.0, 56.0, 50.0, 47.0, 81.0]"
IS_III_C06_D01.jpg,"[99.0, 94.0, 77.0, 59.0, 100.0, 100.0, 90.0, 100.0, 85.0, 100.0, 100.0, 86.0, 84.0, 63.0, 100.0, 100.0, 86.0, 65.0, 97.0, 77.0, 100.0, 4.0, 100.0, 79.0, 100.0, 47.0, 54.0, 76.0, 99.0, 75.0, 44.0]"
IS_III_C06_D02.jpg,"[95.0, 44.0, 93.0, 99.0, 87.0, 60.0, 100.0, 81.0, 79.0, 71.0, 92.0, 51.0, 76.0, 96.0, 91.0, 82.0, 29.0, 74.0, 71.0, 58.0, 87.0, 82.0, 83.0, 71.0, 65.0, 97.0, 40.0, 46.0, 73.0, 90.0, 20.0]"
IS_III_C02_D04.jpg,"[49.0, 52.0, 13.0, 32.0, 11.0, 18.0, 7.0, 36.0, 15.0, 40.0, 29.0, 63.0, 39.0, 25.0, 17.0, 11.0, 38.0, 39.0, 69.0, 51.0, 35.0, 41.0, 26.0, 19.0, 16.0, 32.0, 44.0, 38.0, 16.0, 55.0, 33.0]"
IS_III_C03_D08.jpg,"[69.0, 27.0, 29.0, 53.0, 38.0, 44.0, 10.0, 67.0, 47.0, 45.0, 35.0, 49.0, 35.0, 56.0, 41.0, 31.0, 37.0, 32.0, 49.0, 46.0, 75.0, 54.0, 33.0, 70.0, 62.0, 32.0, 51.0, 27.0, 40.0, 50.0, 22.0]"
IS_III_C04_D12.jpg,"[60.0, 77.0, 60.0, 89.0, 70.0, 82.0, 66.0, 65.0, 98.0, 50.0, 84.0, 70.0, 53.0, 78.0, 98.0, 46.0, 69.0, 54.0, 85.0, 56.0, 20.0, 32.0, 71.0, 23.0, 89.0, 94.0, 46.0, 96.0, 42.0, 93.0, 64.0]"
IS_III_C06_D03.jpg,"[100.0, 75.0, 96.0, 99.0, 100.0, 64.0, 100.0, 63.0, 91.0, 100.0, 25.0, 68.0, 100.0, 94.0, 99.0, 82.0, 94.0, 91.0, 78.0, 73.0, 89.0, 100.0, 84.0, 87.0, 71.0, 100.0, 77.0, 93.0, 92.0, 94.0, 47.0]"
IS_II_C01_D07.jpg,"[100.0, 89.0, 100.0, 91.0, 100.0, 97.0, 100.0, 100.0, 90.0, 100.0, 95.0, 78.0, 98.0, 85.0, 100.0, 98.0, 100.0, 100.0, 100.0, 96.0, 96.0, 95.0, 96.0, 88.0, 100.0, 100.0, 99.0, 30.0, 100.0, 80.0, 91.0, 92.0]"
IS_II_C02_D11.jpg,"[75.0, 52.0, 69.0, 85.0, 87.0, 84.0, 55.0, 61.0, 53.0, 53.0, 19.0, 54.0, 90.0, 65.0, 57.0, 51.0, 96.0, 60.0, 89.0, 87.0, 51.0, 69.0, 39.0, 72.0, 50.0, 84.0, 64.0, 55.0, 77.0, 98.0, 84.0]"
IS_II_C04_D02.jpg,"[86.0, 61.0, 27.0, 88.0, 81.0, 47.0, 43.0, 72.0, 84.0, 57.0, 27.0, 12.0, 65.0, 70.0, 87.0, 36.0, 57.0, 77.0, 64.0, 55.0, 31.0, 68.0, 37.0, 40.0, 98.0, 82.0, 60.0, 39.0, 57.0, 68.0, 85.0, 58.0]"
IS_II_C05_D06.jpg,"[95.0, 100.0, 65.0, 100.0, 100.0, 100.0, 86.0, 94.0, 93.0, 94.0, 91.0, 93.0, 71.0, 91.0, 90.0, 97.0, 78.0, 100.0, 99.0, 100.0, 98.0, 100.0, 76.0, 82.0, 62.0, 65.0, 80.0, 81.0, 82.0, 100.0, 96.0, 100.0, 84.0, 89.0, 94.0, 99.0, 85.0, 92.0, 54.0, 92.0, 91.0, 95.0, 89.0, 96.0, 91.0, 92.0, 82.0, 100.0, 97.0, 100.0, 49.0, 54.0, 98.0, 100.0, 27.0, 60.0, 82.0, 95.0, 87.0, 93.0, 94.0, 99.0, 95.0, 100.0]"
IS_II_C06_D10.jpg,"[0.0, 92.0, 5.0, 21.0, 19.0, 9.0, 69.0, 12.0, 38.0, 7.0, 58.0, 0.0, 27.0, 53.0, 33.0, 18.0, 75.0, 42.0, 24.0, 4.0, 19.0, 0.0, 11.0, 0.0, 0.0, 49.0, 64.0, 27.0, 35.0, 69.0, 59.0, 54.0]"
IS_IV_C02_D01.jpg,"[57.0, 78.0, 33.0, 0.0, 65.0, 62.0, 69.0, 45.0, 68.0, 71.0, 66.0, 68.0, 52.0, 56.0, 78.0, 62.0, 81.0, 68.0, 66.0, 74.0, 85.0, 87.0, 87.0, 76.0, 36.0, 92.0]"
IS_IV_C03_D05.jpg,"[46.0, 60.0, 52.0, 61.0, 67.0, 89.0, 64.0, 78.0, 72.0, 72.0, 55.0, 35.0, 63.0, 63.0, 77.0, 35.0, 90.0, 75.0, 52.0, 72.0, 91.0, 44.0, 81.0, 77.0, 46.0, 90.0]"
IS_IV_C04_D09.jpg,"[54.0, 66.0, 76.0, 92.0, 61.0, 95.0, 90.0, 39.0, 70.0, 85.0, 90.0, 78.0, 64.0, 61.0, 89.0, 84.0, 61.0, 90.0, 42.0, 79.0, 94.0, 84.0, 94.0, 51.0, 70.0, 73.0]"
IS_IV_C05_D13.jpg,"[94.0, 88.0, 71.0, 32.0, 92.0, 93.0, 96.0, 80.0, 92.0, 71.0, 100.0, 100.0, 92.0, 73.0, 86.0, 73.0, 100.0, 94.0, 70.0, 81.0, 74.0, 96.0, 89.0, 98.0, 90.0, 93.0]"
IS_I_C01_D04.jpg,"[0.0, 2.0, 2.0, 3.0, 0.0, 0.0, 3.0, 4.0, 2.0, 1.0, 12.0, 5.0, 3.0, 6.0, 16.0, 0.0, 5.0, 0.0, 0.0, 2.0, 8.0, 0.0, 12.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 11.0]"
IS_I_C02_D07.jpg,"[2.0, 34.0, 51.0, 50.0, 20.0, 6.0, 44.0, 26.0, 23.0, 36.0, 27.0, 36.0, 68.0, 5.0, 41.0, 13.0, 43.0, 28.0, 50.0, 45.0, 57.0, 36.0, 85.0, 30.0, 20.0, 3.0, 27.0, 9.0, 18.0, 32.0]"
IS_I_C03_D10.jpg,"[46.0, 60.0, 70.0, 48.0, 40.0, 24.0, 47.0, 75.0, 43.0, 73.0, 50.0, 61.0, 86.0, 63.0, 61.0, 44.0, 46.0, 20.0, 38.0, 72.0, 56.0, 81.0, 73.0, 68.0, 49.0, 58.0, 54.0, 70.0, 29.0, 57.0]"
