name,wadiqam_nr
10407720764.jpg,-0.9814984202384949
10446770756.jpg,-0.16582337021827698
10474002734.jpg,0.07491762936115265
10530470795.jpg,-0.582623302936554
10568567754.jpg,0.08051546663045883
10605846204.jpg,-0.21296143531799316
1063722220.jpg,-0.7357667088508606
10683218616.jpg,0.08244937658309937
10723077086.jpg,-0.00474424846470356
10765812585.jpg,-0.6670733690261841
10799853136.jpg,-0.17966508865356445
1085590803.jpg,-1.0476584434509277
10895044423.jpg,-1.268662691116333
10923819485.jpg,-1.0616164207458496
10981006796.jpg,-1.06199049949646
11023346856.jpg,-0.4789697825908661
11068654734.jpg,-0.09722314774990082
11139580153.jpg,-1.0259681940078735
11175538013.jpg,-0.29812008142471313
11241096796.jpg,-0.3324335515499115
11269626135.jpg,-0.013429163955152035
11302087114.jpg,-0.6064059734344482
11347140483.jpg,-0.1362246870994568
9823593036.jpg,0.010570064187049866
9826425224.jpg,-0.45295169949531555
9829643193.jpg,-0.3034273087978363
9831633846.jpg,-0.19714687764644623
9834223025.jpg,-0.3982578217983246
9835851375.jpg,-0.19347839057445526
9842027236.jpg,0.13228513300418854
9842476936.jpg,-0.2316049486398697
9843144115.jpg,-0.3077409863471985
9844170304.jpg,-0.3642234206199646
9847211516.jpg,-0.6516263484954834
9849484955.jpg,-0.9751415252685547
9859562873.jpg,-0.8771310448646545
9866104216.jpg,-0.060786210000514984
9866692876.jpg,0.07917695492506027
9873105273.jpg,-0.4526137113571167
9876829794.jpg,-0.2521533668041229
9784668705.jpg,-0.07625652104616165
9788787724.jpg,-0.9140794277191162
9795259723.jpg,-0.5887392163276672
9795395745.jpg,-0.1989177018404007
97984449.jpg,-0.1050657331943512
9802094923.jpg,-1.2825983762741089
9805144264.jpg,-0.33474016189575195
9806684784.jpg,-0.05430020019412041
9808126155.jpg,-1.0510601997375488
9813135.jpg,-0.7709558606147766
9814999.jpg,-0.7479118704795837
9819586584.jpg,-0.21988965570926666
9821930934.jpg,-0.17114588618278503
9822554264.jpg,-0.34571391344070435
9822707366.jpg,0.11018826067447662
9822906336.jpg,-0.875324010848999
9823089054.jpg,-1.1376920938491821
9765112254.jpg,-0.832264244556427
9766865862.jpg,-0.8756061792373657
9766930762.jpg,-1.0695117712020874
9767151984.jpg,-0.9841984510421753
9767373513.jpg,0.004836790729314089
9767747482.jpg,-0.9610152840614319
9768426856.jpg,-0.38266366720199585
976846781.jpg,-0.9416806697845459
9768559232.jpg,-0.3064607083797455
9768629394.jpg,-0.30071520805358887
9768810935.jpg,0.24859024584293365
9769299262.jpg,-0.7204684615135193
9770742411.jpg,-0.29618656635284424
9772275331.jpg,-0.34836724400520325
9774901765.jpg,-0.9121077656745911
9777290841.jpg,0.09903472661972046
9780398791.jpg,-0.17611099779605865
9730872137.jpg,-1.0461242198944092
9731493509.jpg,-0.6752273440361023
9732569997.jpg,0.031087780371308327
9733980007.jpg,-0.7855731248855591
9737356732.jpg,-0.2870676517486572
9737673243.jpg,-0.546267032623291
9740171796.jpg,-0.1441909521818161
9741202505.jpg,-1.0540745258331299
9742193422.jpg,-0.059436190873384476
9743636678.jpg,-0.7054370045661926
9753718946.jpg,0.26666373014450073
9754442293.jpg,0.15865382552146912
9758297555.jpg,-0.5599048137664795
9759154326.jpg,-0.2602212429046631
9760551223.jpg,-0.2939006984233856
9762345346.jpg,-0.06890962272882462
9762410596.jpg,-0.5840296745300293
9712984770.jpg,-0.2879303991794586
9713017105.jpg,-0.6325989961624146
9714595106.jpg,-0.229110985994339
9716659455.jpg,-0.014844121411442757
9716988368.jpg,0.0870736762881279
9719700871.jpg,-0.2826550006866455
9719721958.jpg,-0.05068080872297287
9720517445.jpg,-0.16867180168628693
9722821291.jpg,-1.0939924716949463
9723327327.jpg,0.23319056630134583
9723836931.jpg,-0.0884694904088974
9723956053.jpg,-0.3934333920478821
9724107986.jpg,-0.3441588878631592
9724373732.jpg,-0.37046292424201965
9725681826.jpg,-0.11432547122240067
9726620129.jpg,0.062424808740615845
9727569377.jpg,-0.1387876719236374
9695883869.jpg,0.14272116124629974
9699196303.jpg,-0.21822869777679443
9700041426.jpg,-0.31840306520462036
9700460977.jpg,-0.6730166077613831
9701303901.jpg,-1.047499656677246
9702019166.jpg,-0.39735376834869385
9702746204.jpg,-0.43374255299568176
9702908989.jpg,0.14315669238567352
9703418771.jpg,-1.137685775756836
970460687.jpg,-0.43041878938674927
9707913077.jpg,0.055134762078523636
9707926050.jpg,-0.9346898198127747
9708878805.jpg,-0.3101363480091095
9709188366.jpg,-0.5335373282432556
9710495757.jpg,0.001211634953506291
9710823281.jpg,-0.3856998085975647
9712051180.jpg,-0.02653452381491661
9680493700.jpg,-1.0332129001617432
9681377633.jpg,-1.021992802619934
9683345746.jpg,-0.3147926926612854
9684211981.jpg,-0.08727077394723892
9685106937.jpg,-0.7262219190597534
9686337427.jpg,-1.082200527191162
9686480737.jpg,-0.7735595107078552
9687081006.jpg,-0.264247328042984
9687603044.jpg,-0.6342024803161621
9687869732.jpg,-0.7559075951576233
9688720350.jpg,-0.6699380278587341
9689861322.jpg,-0.7233085036277771
9690359369.jpg,-0.15409786999225616
9692018769.jpg,-0.8249986171722412
9692544079.jpg,-0.794450044631958
9694060266.jpg,-0.333837628364563
9694884270.jpg,-1.03351628780365
9660068454.jpg,-0.8144134283065796
9665243526.jpg,0.02140970528125763
96655810.jpg,-0.5549883842468262
9665864657.jpg,-0.14547087252140045
9668766101.jpg,-1.1977704763412476
9669000594.jpg,-0.11369487643241882
9669015372.jpg,0.01959303952753544
9669417942.jpg,-0.3692466914653778
9670754375.jpg,-0.35089075565338135
9671600986.jpg,-0.2829568386077881
9673401997.jpg,-0.7188780903816223
9674243129.jpg,-0.33295366168022156
967548785.jpg,-0.9180821180343628
9677255399.jpg,-1.0111430883407593
9677256773.jpg,-1.0924780368804932
9677297702.jpg,-0.5865435600280762
9678381010.jpg,-0.935040295124054
9650999310.jpg,-0.9304769039154053
9651547204.jpg,-0.798027753829956
9652506914.jpg,-0.043366074562072754
9653610008.jpg,-0.028902139514684677
9653701546.jpg,-0.47482582926750183
9654367147.jpg,-0.03424166887998581
9654393465.jpg,-0.8963585495948792
9654462771.jpg,0.07478872686624527
9655773082.jpg,-0.07447853684425354
9656195199.jpg,-0.8384033441543579
9657096738.jpg,-0.25064700841903687
9657273121.jpg,-0.8134279847145081
9657446583.jpg,-0.04762812703847885
9657450632.jpg,-0.777124285697937
9657756963.jpg,0.014651638455688953
965852463.jpg,-0.6713778376579285
9658774813.jpg,-0.2649472951889038
9629668489.jpg,0.13194233179092407
9630240273.jpg,-0.028907623142004013
9630325643.jpg,-0.8264755606651306
9632208628.jpg,-0.6458911895751953
9633489441.jpg,-0.24098829925060272
9634215065.jpg,-0.7168869376182556
9638117839.jpg,-0.39418303966522217
9639418449.jpg,-0.11950277537107468
9641836616.jpg,-0.05205083638429642
9642249347.jpg,-0.2681090831756592
9642841042.jpg,0.03827360272407532
9642860901.jpg,0.05652058124542236
9642986357.jpg,-0.758098840713501
9646156379.jpg,-0.39730969071388245
9646776074.jpg,-0.5229752659797668
9648319367.jpg,-0.14819175004959106
9648549075.jpg,-0.3876563608646393
9605307671.jpg,-0.21839705109596252
9606718162.jpg,-0.2560696601867676
9606775848.jpg,-0.1845960170030594
9607964223.jpg,-0.41088807582855225
9609818482.jpg,-0.25937944650650024
9613563930.jpg,-0.20916648209095
9613807416.jpg,0.1330903321504593
9615457112.jpg,-0.609932005405426
9615940305.jpg,-0.4561234712600708
9618300510.jpg,-0.28877002000808716
9618361879.jpg,0.030013520270586014
9618367899.jpg,0.02488631010055542
9618688199.jpg,0.039562076330184937
9619949433.jpg,-0.943138837814331
9623701556.jpg,0.06469399482011795
9625138420.jpg,-0.46288037300109863
9625551668.jpg,-0.849160373210907
9587142056.jpg,-0.040603358298540115
9587630414.jpg,-0.06843547523021698
9588413178.jpg,-0.1809139996767044
9589321595.jpg,0.023302718997001648
9589470493.jpg,-0.8498508930206299
9590556429.jpg,-0.876675009727478
9590947426.jpg,-0.022634392604231834
9592992525.jpg,-0.85053950548172
9593149678.jpg,-0.3561767339706421
9594906572.jpg,0.04095754399895668
9596892460.jpg,0.12618836760520935
9597188417.jpg,-0.9209199547767639
9600932470.jpg,-0.30227380990982056
9602489525.jpg,-0.9321460723876953
9602714230.jpg,-0.4006268084049225
9602922316.jpg,-0.30881747603416443
9604185976.jpg,-0.1364954262971878
9571610402.jpg,-0.07148398458957672
95721252.jpg,-0.3637557029724121
9572676975.jpg,-0.32057157158851624
9577464036.jpg,-0.31426215171813965
9577991089.jpg,-0.94660484790802
9578088583.jpg,-0.8103835582733154
9581038288.jpg,-0.2819690406322479
9581108826.jpg,-0.009673346765339375
9581336227.jpg,-0.13472262024879456
9582086369.jpg,0.05204349383711815
9582851453.jpg,-0.28575631976127625
9582874322.jpg,-0.879531741142273
9583278733.jpg,0.02591087855398655
9583424619.jpg,-0.41781213879585266
9584563009.jpg,-0.7318459153175354
9584749572.jpg,-0.46734708547592163
9585740831.jpg,-0.1959046721458435
9546481286.jpg,0.10808446258306503
9547511197.jpg,-0.12270402163267136
9549652790.jpg,0.061418719589710236
9549856021.jpg,-0.34810635447502136
9550375184.jpg,0.034272149205207825
9550673458.jpg,-0.8206794857978821
9553679433.jpg,-0.07309713214635849
9554062765.jpg,-1.0813066959381104
9557331185.jpg,-0.23333872854709625
9560250736.jpg,-0.46070432662963867
9561571974.jpg,-0.015955965965986252
9561731191.jpg,-0.2643682658672333
9562837541.jpg,0.1020563393831253
9565379403.jpg,-0.034798961132764816
9566357532.jpg,0.04528175666928291
9567386872.jpg,-0.16683781147003174
9569732421.jpg,-0.27086371183395386
9530922505.jpg,-0.22915658354759216
9534283737.jpg,-0.04563622176647186
9535634646.jpg,-0.3532266914844513
9535859777.jpg,-0.7732114791870117
9536013325.jpg,-0.03192627429962158
9536683213.jpg,-0.2564912438392639
9537434864.jpg,-0.6352035999298096
9538010793.jpg,-0.32227379083633423
9538674147.jpg,-0.7557859420776367
9539965008.jpg,0.06895208358764648
9540532896.jpg,-0.05556870624423027
9541231306.jpg,-1.1044901609420776
9541303452.jpg,-0.7171533703804016
9541618071.jpg,-0.7146573066711426
9543397077.jpg,-0.06509911268949509
9544478990.jpg,-0.14950472116470337
9544682172.jpg,0.04763809219002724
9521784071.jpg,-0.3766173720359802
9522074895.jpg,-0.05530328303575516
9522817562.jpg,-0.3345288336277008
9523088763.jpg,-0.11627616733312607
9523882653.jpg,0.02663201279938221
9524699151.jpg,0.10056675225496292
9525267533.jpg,-0.6355507969856262
9526511129.jpg,-0.18499548733234406
9526789940.jpg,-0.13412649929523468
9526812010.jpg,-0.10871487855911255
9527678556.jpg,-0.30055052042007446
9527733918.jpg,0.10191316902637482
9527961628.jpg,-0.47011345624923706
9527980922.jpg,0.10507715493440628
9528230846.jpg,-0.09615617990493774
9528238832.jpg,-0.32181307673454285
9528268471.jpg,-0.19719061255455017
950420073.jpg,-0.1393185257911682
9505522131.jpg,-0.07759293913841248
9506730000.jpg,-0.6165621280670166
9507159381.jpg,-0.8561968207359314
9508337257.jpg,-0.7990362644195557
9508596066.jpg,0.07935749739408493
9510636160.jpg,0.030347390100359917
9510794857.jpg,-1.0519366264343262
9510873691.jpg,-0.24686162173748016
9512008685.jpg,-0.20133544504642487
9512191283.jpg,0.22478994727134705
9513920516.jpg,-0.6265783309936523
9515243339.jpg,-0.13421878218650818
9517140367.jpg,-0.5384992361068726
9517941769.jpg,-0.4425337314605713
9518037590.jpg,0.12298774719238281
9519070785.jpg,-0.1534307897090912
9488864072.jpg,-0.6509683728218079
9489836089.jpg,-0.47479963302612305
9490079439.jpg,0.1267397701740265
9490329837.jpg,-0.4243256449699402
9493293324.jpg,-0.2892191708087921
9494293866.jpg,-0.9785507917404175
9494790787.jpg,-0.43896153569221497
9494953335.jpg,-0.24021317064762115
9495726171.jpg,-0.29839062690734863
9496059717.jpg,-0.5147202014923096
9496541245.jpg,-0.27920809388160706
9497146011.jpg,-0.8562259078025818
9497710012.jpg,-1.2523789405822754
9497810800.jpg,-0.3386005759239197
9498977620.jpg,-0.3854733109474182
9500372295.jpg,-1.091917634010315
95019293.jpg,-0.9618651866912842
9479081195.jpg,-0.7670953869819641
9479870149.jpg,-0.0325135700404644
9480350471.jpg,-0.1852334886789322
9480702491.jpg,-0.018187781795859337
9482188665.jpg,0.11844342201948166
9482512663.jpg,0.13133372366428375
9482519952.jpg,-0.5892011523246765
9483190108.jpg,-0.017190085723996162
9483838441.jpg,0.08567187935113907
9484887965.jpg,-0.5933891534805298
9484990711.jpg,-1.032521367073059
9485553260.jpg,0.08329575508832932
9485678546.jpg,-0.8031137585639954
9486578471.jpg,-0.6307597160339355
9487232298.jpg,0.04143452271819115
9487747992.jpg,-0.6566493511199951
9488096665.jpg,-0.20833800733089447
9462111992.jpg,-0.07804227620363235
9463299362.jpg,-0.6644076108932495
9463363154.jpg,-0.584701418876648
9467289840.jpg,-0.8311082124710083
9467953954.jpg,-0.14774057269096375
9468744508.jpg,-0.21452774107456207
9469622762.jpg,-0.5057874321937561
9470847928.jpg,0.14962224662303925
9471314459.jpg,-0.28196609020233154
9472829997.jpg,-0.8188614249229431
9472868070.jpg,-0.35872700810432434
9473084663.jpg,-0.7094584703445435
9474360756.jpg,-0.16197696328163147
9475748691.jpg,-0.6300164461135864
9476849940.jpg,-0.26536381244659424
9476907478.jpg,-0.07345906645059586
9477685137.jpg,-0.036293450742959976
9439964500.jpg,-0.3553307354450226
9442161547.jpg,-0.16864056885242462
944341845.jpg,-0.827666163444519
9444126747.jpg,-0.16534531116485596
9445074981.jpg,-0.0071042319759726524
9445529272.jpg,-1.0791305303573608
9450353504.jpg,-0.8689216375350952
9455543659.jpg,-0.3079356551170349
9455732786.jpg,-0.5134108066558838
9456887097.jpg,-0.3903898298740387
9457716836.jpg,-0.049667008221149445
9458038705.jpg,-0.8067434430122375
9458474537.jpg,-0.9081932306289673
9458721242.jpg,-0.7953169345855713
9458811902.jpg,-0.23069827258586884
9459450025.jpg,-0.10620056092739105
9460489511.jpg,-0.07442627102136612
9424457746.jpg,-0.02035186067223549
9424726743.jpg,-0.8376092910766602
9426505697.jpg,-0.872539222240448
9427704319.jpg,0.06397747993469238
9428417271.jpg,-0.073400117456913
9428890222.jpg,0.12601037323474884
9429089796.jpg,-0.26601511240005493
9432792818.jpg,-0.3496115803718567
9433458685.jpg,0.02073679305613041
9433764311.jpg,-0.14247049391269684
9434602286.jpg,-0.1645854264497757
9434819807.jpg,0.0265215914696455
9435287371.jpg,-0.13324403762817383
9438182965.jpg,0.09423696994781494
9438332547.jpg,0.1821446567773819
9438428165.jpg,0.0931781679391861
9439720567.jpg,-0.12422976642847061
9401387705.jpg,-0.07560568302869797
9401940143.jpg,-0.8573187589645386
940371579.jpg,-0.8654597997665405
9405444471.jpg,-0.03660881146788597
9406497605.jpg,-0.07760196179151535
9406525947.jpg,-0.11456974595785141
9406773963.jpg,-1.0231964588165283
9407500904.jpg,-0.3824234902858734
9407500995.jpg,-0.21989309787750244
9408208696.jpg,-0.057785652577877045
9408400121.jpg,-0.04282304644584656
9409533366.jpg,-0.5119584202766418
9413392698.jpg,-0.41826772689819336
9416795305.jpg,0.07894797623157501
9417195704.jpg,-0.19320634007453918
9418862819.jpg,-0.5284340381622314
9419143176.jpg,-0.8448790907859802
9372862494.jpg,-0.7389217019081116
9373483438.jpg,-0.237798273563385
9375359458.jpg,0.049714501947164536
9376075949.jpg,-0.4277748763561249
9379310013.jpg,-0.339743435382843
9379361831.jpg,-0.1733517050743103
9379457487.jpg,-0.10159081220626831
9380189805.jpg,-0.13429825007915497
9384228809.jpg,-0.3447914123535156
9387665300.jpg,0.08638659119606018
9389671360.jpg,-1.0393528938293457
9389784838.jpg,-0.21272949874401093
9391288768.jpg,-0.008854803629219532
93917546.jpg,-0.2389129102230072
9393485021.jpg,0.1143997386097908
9394014608.jpg,-0.795962393283844
9398081258.jpg,-0.4438106119632721
93488473459.jpg,-0.11448589712381363
9348876103.jpg,-0.4666590988636017
9349890960.jpg,0.04057224094867706
935105924.jpg,-0.7896502017974854
9351387644.jpg,0.13879747688770294
9352087961.jpg,-1.225325584411621
9352825622.jpg,-0.05576459690928459
9353536560.jpg,-0.02990400604903698
9354878188.jpg,-0.012604080140590668
9362014571.jpg,-0.3337349593639374
9362231010.jpg,0.10501828789710999
9363143543.jpg,-0.08303897082805634
9365989820.jpg,-0.9309329986572266
9366566723.jpg,-0.45999303460121155
9369620513.jpg,-0.13659925758838654
9369983914.jpg,-0.028372127562761307
9372136957.jpg,-0.4797760844230652
9339437714.jpg,-0.21784663200378418
9341605084.jpg,-0.020370105281472206
9341616816.jpg,-0.012860534712672234
9342036891.jpg,-0.4216698408126831
9342285552.jpg,-0.060405731201171875
9342669344.jpg,0.0239256601780653
9344271524.jpg,-0.09950710088014603
9344542617.jpg,-1.1964411735534668
9345882583.jpg,-0.7361906170845032
9345990879.jpg,-0.07094477862119675
93459908799.jpg,-0.12810376286506653
9346160455.jpg,-0.030562173575162888
9346372358.jpg,-0.6378913521766663
9346378862.jpg,-0.4538206160068512
9346802331.jpg,-0.6840033531188965
93473094.jpg,-0.9963358640670776
9348271980.jpg,0.12636798620224
9327556810.jpg,-0.10744668543338776
9327697070.jpg,-0.0559660866856575
9328342385.jpg,0.05682491511106491
9328964042.jpg,-0.36905303597450256
9329940580.jpg,-0.7244852185249329
9331151234.jpg,-0.21961238980293274
9332496650.jpg,-0.07516100257635117
9332533553.jpg,-0.65555340051651
9333294037.jpg,-0.4399075210094452
9333668178.jpg,0.013143767602741718
9334502001.jpg,-0.8249136209487915
9335509582.jpg,-0.6341225504875183
9335639356.jpg,-0.9468034505844116
9336450850.jpg,-0.18133340775966644
9337247723.jpg,-0.05106758698821068
9338607155.jpg,-0.20669059455394745
9339023066.jpg,0.061149224638938904
9304786049.jpg,-0.07711733877658844
930643510.jpg,-1.162571907043457
9306814074.jpg,-0.13113658130168915
9307347958.jpg,-1.0224061012268066
9309381016.jpg,-0.012593371793627739
9310356178.jpg,-0.8355697989463806
9314256771.jpg,0.004839012864977121
9315620500.jpg,-0.11714369058609009
9317715562.jpg,-0.7670016884803772
9318049470.jpg,0.12688884139060974
9318914214.jpg,-0.2809303402900696
9321343770.jpg,0.13266469538211823
9322027317.jpg,-0.09448926895856857
9322601223.jpg,-0.26471784710884094
9324301658.jpg,0.15723365545272827
9324654543.jpg,-0.13219739496707916
9324716054.jpg,-0.1410280019044876
9286580231.jpg,-0.26571446657180786
9287500291.jpg,-0.1688464879989624
9289816970.jpg,-0.830129861831665
9290273110.jpg,-0.8361749053001404
9290321332.jpg,-0.26867014169692993
9291621754.jpg,-0.6498382687568665
9294636383.jpg,-1.0667927265167236
9295408685.jpg,-0.37865960597991943
9297541584.jpg,-0.4835389256477356
9297933012.jpg,-0.7356873154640198
9298572085.jpg,0.16633771359920502
9299238943.jpg,-0.04475833848118782
9301174145.jpg,-0.4317157566547394
9301597304.jpg,-0.9072067737579346
9302290265.jpg,-0.12296660244464874
9303678528.jpg,-0.5251018404960632
9304089120.jpg,0.15418776869773865
9265274583.jpg,-0.5215942859649658
9265763356.jpg,0.07890615612268448
9267882389.jpg,0.07409554719924927
9269067450.jpg,-0.7010722756385803
9269195837.jpg,-0.4111117422580719
9269537075.jpg,-0.2600204348564148
927380470.jpg,-0.05128621309995651
9274541718.jpg,-0.5049102902412415
927454491.jpg,-0.6441335678100586
9274677525.jpg,-0.8352993726730347
9277184417.jpg,-0.8191573619842529
9281657562.jpg,-0.4285759925842285
9283219931.jpg,-0.17604251205921173
9283273348.jpg,0.05116546154022217
9283322341.jpg,-0.2911957800388336
9284536346.jpg,-0.13682959973812103
9284861098.jpg,-0.14898018538951874
9249272493.jpg,0.02244809828698635
9249859612.jpg,-0.05158696696162224
9249869281.jpg,-0.7905385494232178
9251039345.jpg,0.0649498850107193
9251645143.jpg,0.006587279494851828
9253116202.jpg,0.01413770206272602
9255279783.jpg,-0.08976587653160095
9256298469.jpg,-0.14541885256767273
9256620726.jpg,0.17772617936134338
9257237144.jpg,-0.5428036451339722
9257583469.jpg,0.07975482195615768
9258012910.jpg,-0.3206939697265625
9258059092.jpg,-0.3171750605106354
9259054228.jpg,0.022804468870162964
9262147694.jpg,-0.743370532989502
9263759875.jpg,-0.3894035518169403
9264499657.jpg,-1.1121114492416382
9569803128.jpg,-0.28394195437431335
9586652263.jpg,-0.09774386137723923
9605303857.jpg,-0.1178712397813797
9629455923.jpg,-0.21135401725769043
9650165015.jpg,-0.6685035824775696
9659355544.jpg,-0.4579871892929077
9678787326.jpg,-0.28900086879730225
9695487597.jpg,-0.09501682221889496
9712191760.jpg,-0.17535865306854248
9727736297.jpg,-0.23827430605888367
9763431522.jpg,0.05321121960878372
9784161203.jpg,-0.812542736530304
9823108104.jpg,-0.17224851250648499
9877013785.jpg,0.12739160656929016
9923882853.jpg,-0.4779368042945862
9947368873.jpg,-0.3034771680831909
9234807959.jpg,-0.4290795624256134
9237243302.jpg,-0.8531863689422607
9237285028.jpg,-0.5286505818367004
9237488355.jpg,-0.010231934487819672
9238616212.jpg,-0.3239181339740753
9239005893.jpg,0.04582250490784645
9239862860.jpg,-0.11821356415748596
9240332205.jpg,0.011571012437343597
9240392822.jpg,-0.39887943863868713
9241531106.jpg,0.06550304591655731
9242083882.jpg,-0.053475141525268555
9244573247.jpg,-0.48229876160621643
9245144961.jpg,-0.5680147409439087
9245259823.jpg,-0.39572614431381226
9246527762.jpg,-0.9239222407341003
92466227.jpg,-0.8425014019012451
9246656735.jpg,-0.13084624707698822
9221345159.jpg,-0.5754454135894775
9222727460.jpg,0.021579019725322723
9223641047.jpg,-0.8284192681312561
9224664940.jpg,-0.7418690919876099
9225485643.jpg,-0.8205850124359131
9225734576.jpg,-0.20123052597045898
9225878690.jpg,-0.5918733477592468
9226793819.jpg,-0.7899777889251709
9226799273.jpg,-0.8507012128829956
9229803299.jpg,-0.935309886932373
9230199139.jpg,-0.6897822022438049
9230996141.jpg,-0.052586041390895844
92317233.jpg,-0.7604674100875854
9232225621.jpg,-0.41705188155174255
9232371989.jpg,-0.9890111684799194
9232503869.jpg,-1.14716374874115
9232794108.jpg,-0.1609276533126831
9210757941.jpg,-1.1393885612487793
9211639075.jpg,-0.0022498704493045807
9211753203.jpg,-0.6699187755584717
9211913717.jpg,-0.9960681200027466
9211948856.jpg,-0.32203856110572815
9212037816.jpg,0.01363380253314972
9212610328.jpg,0.002353761112317443
9213073517.jpg,-0.5554015636444092
9213666869.jpg,-0.5156291127204895
9214795039.jpg,-0.3789990544319153
9215122110.jpg,-0.6162344813346863
9215295027.jpg,-0.18464985489845276
9215861266.jpg,-0.5906792879104614
9216910965.jpg,-0.28059664368629456
9217457237.jpg,-0.3573035001754761
9220351854.jpg,-0.36344608664512634
9220693447.jpg,-0.21491384506225586
9191266611.jpg,-0.24421025812625885
9194756449.jpg,-0.8244562149047852
9195069146.jpg,-0.19604310393333435
9195323524.jpg,-0.9490865468978882
9195654667.jpg,-0.1262318640947342
9197349207.jpg,0.0326751284301281
9198766588.jpg,-0.3329501748085022
9198779264.jpg,-1.0484131574630737
9200093125.jpg,-0.648586094379425
9200829224.jpg,0.018905464559793472
9201324227.jpg,0.10061901062726974
9201555712.jpg,0.06146904081106186
9202257544.jpg,-0.09052129834890366
9202760715.jpg,-0.40851667523384094
9202851539.jpg,-0.3472289443016052
9205194326.jpg,-0.01571233943104744
9206978293.jpg,0.04907050356268883
9162580665.jpg,-0.1647811084985733
9163113923.jpg,-0.32156315445899963
9164359125.jpg,-0.4056442677974701
9166557972.jpg,-0.1220770925283432
9166594378.jpg,-0.10019675642251968
9166911645.jpg,-0.36089247465133667
9170799378.jpg,-0.11603109538555145
9175070760.jpg,-0.3477397859096527
9176321809.jpg,-0.7452093362808228
9178485751.jpg,-0.36661556363105774
9179494563.jpg,-0.6890741586685181
9183486925.jpg,-0.9991872906684875
9184965477.jpg,-0.6055054068565369
9185475668.jpg,-0.22444120049476624
9185478102.jpg,-0.7051712870597839
9186366283.jpg,-0.35776883363723755
9188365433.jpg,-0.9052746891975403
9140727598.jpg,-0.3093468248844147
9141403760.jpg,-0.625580906867981
9141646333.jpg,-0.8961778879165649
9141930190.jpg,-0.931136429309845
9141979363.jpg,-0.1849783957004547
9142684025.jpg,-0.26226338744163513
9143291063.jpg,0.08573783934116364
9143757717.jpg,-0.31228893995285034
9145211353.jpg,-0.8162743449211121
9146239672.jpg,-0.09392952173948288
9150255535.jpg,0.1252252459526062
9154088552.jpg,-0.16220028698444366
9154784652.jpg,-0.3578929603099823
